"StateFIPS","State","CountyFIPS","County","Year","Value","Data Comment","95% Confidence Interval","Confidence Interval Low","Confidence Interval High",
"46","South Dakota","46017","Buffalo","2020","18.3%","","(17.2% - 19.4%)","17.2%","19.4%",
"46","South Dakota","46017","Buffalo","2021","18.4%","","(15.1% - 22.3%)","15.1%","22.3%",
"46","South Dakota","46019","Butte","2019","17.2%","","(16.2% - 18.3%)","16.2%","18.3%",
"46","South Dakota","46019","Butte","2020","16.4%","","(15.4% - 17.4%)","15.4%","17.4%",
"46","South Dakota","46019","Butte","2021","18.9%","","(15.1% - 22.8%)","15.1%","22.8%",
"46","South Dakota","46021","Campbell","2019","15.7%","","(14.7% - 16.8%)","14.7%","16.8%",
"46","South Dakota","46021","Campbell","2020","15.1%","","(14.0% - 16.3%)","14.0%","16.3%",
"46","South Dakota","46021","Campbell","2021","16.5%","","(13.2% - 20.0%)","13.2%","20.0%",
"46","South Dakota","46023","Charles Mix","2019","17.2%","","(16.3% - 18.1%)","16.3%","18.1%",
"46","South Dakota","46023","Charles Mix","2020","16.9%","","(16.0% - 17.8%)","16.0%","17.8%",
"46","South Dakota","46023","Charles Mix","2021","18.2%","","(14.7% - 21.9%)","14.7%","21.9%",
"46","South Dakota","46025","Clark","2019","15.9%","","(14.8% - 16.9%)","14.8%","16.9%",
"46","South Dakota","46025","Clark","2020","15.5%","","(14.5% - 16.6%)","14.5%","16.6%",
"46","South Dakota","46025","Clark","2021","17.2%","","(13.9% - 20.9%)","13.9%","20.9%",
"46","South Dakota","46027","Clay","2019","16.3%","","(15.3% - 17.4%)","15.3%","17.4%",
"46","South Dakota","46027","Clay","2020","15.8%","","(14.8% - 16.9%)","14.8%","16.9%",
"46","South Dakota","46027","Clay","2021","18.0%","","(14.7% - 21.7%)","14.7%","21.7%",
"46","South Dakota","46029","Codington","2019","16.8%","","(15.8% - 17.9%)","15.8%","17.9%",
"46","South Dakota","46029","Codington","2020","16.5%","","(15.5% - 17.6%)","15.5%","17.6%",
"46","South Dakota","46029","Codington","2021","19.6%","","(16.8% - 22.6%)","16.8%","22.6%",
"46","South Dakota","46031","Corson","2019","18.2%","","(17.2% - 19.2%)","17.2%","19.2%",
"46","South Dakota","46031","Corson","2020","17.8%","","(16.9% - 18.8%)","16.9%","18.8%",
"46","South Dakota","46031","Corson","2021","18.7%","","(15.7% - 22.0%)","15.7%","22.0%",
"46","South Dakota","46033","Custer","2019","16.5%","","(15.5% - 17.6%)","15.5%","17.6%",
"46","South Dakota","46033","Custer","2020","16.5%","","(15.4% - 17.5%)","15.4%","17.5%",
"46","South Dakota","46033","Custer","2021","17.3%","","(14.0% - 20.8%)","14.0%","20.8%",
"46","South Dakota","46035","Davison","2019","16.4%","","(15.4% - 17.5%)","15.4%","17.5%",
"46","South Dakota","46035","Davison","2020","16.0%","","(14.9% - 17.2%)","14.9%","17.2%",
"46","South Dakota","46035","Davison","2021","17.9%","","(14.5% - 21.6%)","14.5%","21.6%",
"46","South Dakota","46037","Day","2019","16.9%","","(15.9% - 18.0%)","15.9%","18.0%",
"46","South Dakota","46037","Day","2020","16.4%","","(15.5% - 17.6%)","15.5%","17.6%",
"46","South Dakota","46037","Day","2021","17.8%","","(14.5% - 21.3%)","14.5%","21.3%",
"46","South Dakota","46039","Deuel","2019","16.2%","","(15.2% - 17.4%)","15.2%","17.4%",
"46","South Dakota","46039","Deuel","2020","15.7%","","(14.7% - 16.7%)","14.7%","16.7%",
"46","South Dakota","46039","Deuel","2021","17.4%","","(14.1% - 21.0%)","14.1%","21.0%",
"46","South Dakota","46041","Dewey","2019","17.9%","","(16.8% - 18.8%)","16.8%","18.8%",
"46","South Dakota","46041","Dewey","2020","17.8%","","(16.7% - 18.9%)","16.7%","18.9%",
"46","South Dakota","46041","Dewey","2021","18.4%","","(15.3% - 21.8%)","15.3%","21.8%",
"46","South Dakota","46043","Douglas","2019","16.4%","","(15.4% - 17.5%)","15.4%","17.5%",
"46","South Dakota","46043","Douglas","2020","16.3%","","(15.2% - 17.5%)","15.2%","17.5%",
"46","South Dakota","46043","Douglas","2021","17.5%","","(14.1% - 21.5%)","14.1%","21.5%",
"46","South Dakota","46045","Edmunds","2019","16.0%","","(15.0% - 17.2%)","15.0%","17.2%",
"46","South Dakota","46045","Edmunds","2020","15.6%","","(14.5% - 16.7%)","14.5%","16.7%",
"46","South Dakota","46045","Edmunds","2021","16.8%","","(13.5% - 20.3%)","13.5%","20.3%",
"46","South Dakota","46047","Fall River","2019","16.5%","","(15.5% - 17.5%)","15.5%","17.5%",
"46","South Dakota","46047","Fall River","2020","16.9%","","(15.9% - 18.0%)","15.9%","18.0%",
"46","South Dakota","46047","Fall River","2021","18.0%","","(14.7% - 21.6%)","14.7%","21.6%",
"46","South Dakota","46049","Faulk","2019","16.4%","","(15.3% - 17.7%)","15.3%","17.7%",
"46","South Dakota","46049","Faulk","2020","16.6%","","(15.5% - 17.7%)","15.5%","17.7%",
"46","South Dakota","46049","Faulk","2021","17.9%","","(14.4% - 21.5%)","14.4%","21.5%",
"46","South Dakota","46051","Grant","2019","16.6%","","(15.5% - 17.8%)","15.5%","17.8%",
"46","South Dakota","46051","Grant","2020","15.3%","","(14.2% - 16.4%)","14.2%","16.4%",
"46","South Dakota","46051","Grant","2021","16.6%","","(13.4% - 20.3%)","13.4%","20.3%",
"46","South Dakota","46053","Gregory","2019","16.9%","","(15.9% - 18.0%)","15.9%","18.0%",
"46","South Dakota","46053","Gregory","2020","16.3%","","(15.4% - 17.4%)","15.4%","17.4%",
"46","South Dakota","46053","Gregory","2021","18.1%","","(14.5% - 22.0%)","14.5%","22.0%",
"46","South Dakota","46055","Haakon","2019","16.9%","","(15.9% - 18.0%)","15.9%","18.0%",
"46","South Dakota","46055","Haakon","2020","17.2%","","(16.1% - 18.3%)","16.1%","18.3%",
"46","South Dakota","46055","Haakon","2021","17.7%","","(14.4% - 21.4%)","14.4%","21.4%",
"46","South Dakota","46057","Hamlin","2019","15.5%","","(14.5% - 16.7%)","14.5%","16.7%",
"46","South Dakota","46057","Hamlin","2020","15.3%","","(14.3% - 16.3%)","14.3%","16.3%",
"46","South Dakota","46057","Hamlin","2021","17.6%","","(14.5% - 21.3%)","14.5%","21.3%",
"46","South Dakota","46059","Hand","2019","16.1%","","(15.0% - 17.4%)","15.0%","17.4%",
"46","South Dakota","46059","Hand","2020","15.7%","","(14.7% - 16.9%)","14.7%","16.9%",
"46","South Dakota","46059","Hand","2021","17.0%","","(13.7% - 20.7%)","13.7%","20.7%",
"46","South Dakota","46061","Hanson","2019","16.5%","","(15.5% - 17.7%)","15.5%","17.7%",
"46","South Dakota","46061","Hanson","2020","16.4%","","(15.2% - 17.5%)","15.2%","17.5%",
"46","South Dakota","46061","Hanson","2021","17.3%","","(14.0% - 21.0%)","14.0%","21.0%",
"46","South Dakota","46063","Harding","2019","16.0%","","(15.0% - 17.2%)","15.0%","17.2%",
"46","South Dakota","46063","Harding","2020","15.0%","","(14.0% - 16.0%)","14.0%","16.0%",
"46","South Dakota","46063","Harding","2021","17.1%","","(13.9% - 20.9%)","13.9%","20.9%",
"46","South Dakota","46065","Hughes","2019","16.1%","","(15.1% - 17.1%)","15.1%","17.1%",
"46","South Dakota","46065","Hughes","2020","15.6%","","(14.7% - 16.6%)","14.7%","16.6%",
"46","South Dakota","46065","Hughes","2021","17.0%","","(13.9% - 20.3%)","13.9%","20.3%",
"46","South Dakota","46067","Hutchinson","2019","16.3%","","(15.1% - 17.5%)","15.1%","17.5%",
"46","South Dakota","46067","Hutchinson","2020","16.0%","","(14.9% - 17.2%)","14.9%","17.2%",
"46","South Dakota","46067","Hutchinson","2021","17.5%","","(14.0% - 21.2%)","14.0%","21.2%",
"46","South Dakota","46069","Hyde","2019","16.5%","","(15.5% - 17.5%)","15.5%","17.5%",
"46","South Dakota","46069","Hyde","2020","15.6%","","(14.6% - 16.5%)","14.6%","16.5%",
"46","South Dakota","46069","Hyde","2021","17.2%","","(13.7% - 21.0%)","13.7%","21.0%",
"46","South Dakota","46071","Jackson","2019","18.1%","","(17.2% - 19.0%)","17.2%","19.0%",
"46","South Dakota","46071","Jackson","2020","17.7%","","(16.8% - 18.6%)","16.8%","18.6%",
"46","South Dakota","46071","Jackson","2021","18.0%","","(15.0% - 21.5%)","15.0%","21.5%",
"46","South Dakota","46073","Jerauld","2019","15.7%","","(14.7% - 16.8%)","14.7%","16.8%",
"46","South Dakota","46073","Jerauld","2020","15.7%","","(14.7% - 16.8%)","14.7%","16.8%",
"46","South Dakota","46073","Jerauld","2021","17.0%","","(13.7% - 20.8%)","13.7%","20.8%",
"46","South Dakota","46075","Jones","2019","16.2%","","(15.2% - 17.3%)","15.2%","17.3%",
"46","South Dakota","46075","Jones","2020","15.4%","","(14.5% - 16.3%)","14.5%","16.3%",
"46","South Dakota","46075","Jones","2021","16.7%","","(13.5% - 20.3%)","13.5%","20.3%",
"46","South Dakota","46077","Kingsbury","2019","16.4%","","(15.4% - 17.5%)","15.4%","17.5%",
"46","South Dakota","46077","Kingsbury","2020","15.1%","","(14.1% - 16.1%)","14.1%","16.1%",
"46","South Dakota","46077","Kingsbury","2021","16.8%","","(13.8% - 20.2%)","13.8%","20.2%",
"46","South Dakota","46079","Lake","2019","15.9%","","(14.8% - 17.1%)","14.8%","17.1%",
"46","South Dakota","46079","Lake","2020","15.1%","","(14.0% - 16.2%)","14.0%","16.2%",
"46","South Dakota","46079","Lake","2021","17.0%","","(13.7% - 20.8%)","13.7%","20.8%",
"46","South Dakota","46081","Lawrence","2019","16.7%","","(15.5% - 17.8%)","15.5%","17.8%",
"46","South Dakota","46081","Lawrence","2020","16.1%","","(15.0% - 17.2%)","15.0%","17.2%",
"46","South Dakota","46081","Lawrence","2021","18.1%","","(14.7% - 21.8%)","14.7%","21.8%",
"46","South Dakota","46083","Lincoln","2019","15.5%","","(14.6% - 16.6%)","14.6%","16.6%",
"46","South Dakota","46083","Lincoln","2020","15.3%","","(14.2% - 16.4%)","14.2%","16.4%",
"46","South Dakota","46083","Lincoln","2021","16.0%","","(13.5% - 18.6%)","13.5%","18.6%",
"46","South Dakota","46085","Lyman","2019","17.1%","","(16.3% - 18.1%)","16.3%","18.1%",
"46","South Dakota","46085","Lyman","2020","16.5%","","(15.6% - 17.3%)","15.6%","17.3%",
"46","South Dakota","46085","Lyman","2021","17.6%","","(14.4% - 21.3%)","14.4%","21.3%",
"46","South Dakota","46091","Marshall","2019","15.1%","","(14.3% - 16.0%)","14.3%","16.0%",
"46","South Dakota","46091","Marshall","2020","14.9%","","(14.1% - 15.9%)","14.1%","15.9%",
"46","South Dakota","46091","Marshall","2021","16.0%","","(12.8% - 19.4%)","12.8%","19.4%",
"46","South Dakota","46087","McCook","2019","16.3%","","(15.2% - 17.5%)","15.2%","17.5%",
"46","South Dakota","46087","McCook","2020","16.2%","","(15.1% - 17.4%)","15.1%","17.4%",
"46","South Dakota","46087","McCook","2021","16.3%","","(13.1% - 19.7%)","13.1%","19.7%",
"46","South Dakota","46089","McPherson","2019","17.2%","","(15.9% - 18.4%)","15.9%","18.4%",
"46","South Dakota","46089","McPherson","2020","16.1%","","(14.9% - 17.5%)","14.9%","17.5%",
"46","South Dakota","46089","McPherson","2021","18.2%","","(14.7% - 21.8%)","14.7%","21.8%",
"46","South Dakota","46093","Meade","2019","15.4%","","(14.5% - 16.3%)","14.5%","16.3%",
"46","South Dakota","46093","Meade","2020","15.2%","","(14.3% - 16.1%)","14.3%","16.1%",
"46","South Dakota","46093","Meade","2021","19.1%","","(16.3% - 22.1%)","16.3%","22.1%",
"46","South Dakota","46095","Mellette","2019","19.1%","","(18.1% - 20.1%)","18.1%","20.1%",
"46","South Dakota","46095","Mellette","2020","18.0%","","(17.1% - 18.9%)","17.1%","18.9%",
"46","South Dakota","46095","Mellette","2021","18.8%","","(15.4% - 22.9%)","15.4%","22.9%",
"46","South Dakota","46097","Miner","2019","16.3%","","(15.2% - 17.4%)","15.2%","17.4%",
"46","South Dakota","46097","Miner","2020","15.8%","","(14.8% - 16.9%)","14.8%","16.9%",
"46","South Dakota","46097","Miner","2021","17.1%","","(13.7% - 20.8%)","13.7%","20.8%",
"46","South Dakota","46099","Minnehaha","2019","17.4%","","(16.3% - 18.4%)","16.3%","18.4%",
"46","South Dakota","46099","Minnehaha","2020","16.0%","","(15.1% - 17.1%)","15.1%","17.1%",
"46","South Dakota","46099","Minnehaha","2021","19.1%","","(16.3% - 22.0%)","16.3%","22.0%",
"46","South Dakota","46101","Moody","2019","15.7%","","(14.9% - 16.6%)","14.9%","16.6%",
"46","South Dakota","46101","Moody","2020","15.5%","","(14.6% - 16.3%)","14.6%","16.3%",
"46","South Dakota","46101","Moody","2021","16.2%","","(13.1% - 19.6%)","13.1%","19.6%",
"46","South Dakota","46103","Pennington","2019","17.9%","","(16.9% - 18.8%)","16.9%","18.8%",
"46","South Dakota","46103","Pennington","2020","16.7%","","(15.7% - 17.7%)","15.7%","17.7%",
"46","South Dakota","46103","Pennington","2021","17.3%","","(14.6% - 20.2%)","14.6%","20.2%",
"46","South Dakota","46105","Perkins","2019","16.6%","","(15.5% - 17.6%)","15.5%","17.6%",
"46","South Dakota","46105","Perkins","2020","16.2%","","(15.2% - 17.3%)","15.2%","17.3%",
"46","South Dakota","46105","Perkins","2021","17.5%","","(14.2% - 21.3%)","14.2%","21.3%",
"46","South Dakota","46107","Potter","2019","16.5%","","(15.4% - 17.6%)","15.4%","17.6%",
"46","South Dakota","46107","Potter","2020","16.0%","","(15.1% - 17.1%)","15.1%","17.1%",
"46","South Dakota","46107","Potter","2021","17.2%","","(13.9% - 21.0%)","13.9%","21.0%",
"46","South Dakota","46109","Roberts","2019","18.0%","","(17.1% - 18.9%)","17.1%","18.9%",
"46","South Dakota","46109","Roberts","2020","16.9%","","(16.1% - 17.7%)","16.1%","17.7%",
"46","South Dakota","46109","Roberts","2021","17.8%","","(14.5% - 21.5%)","14.5%","21.5%",
"46","South Dakota","46111","Sanborn","2019","15.9%","","(15.0% - 17.0%)","15.0%","17.0%",
"46","South Dakota","46111","Sanborn","2020","15.9%","","(14.9% - 16.9%)","14.9%","16.9%",
"46","South Dakota","46111","Sanborn","2021","17.0%","","(14.1% - 19.8%)","14.1%","19.8%",
"46","South Dakota","46113","Shannon","2019","19.0%","","(17.8% - 20.2%)","17.8%","20.2%",
"46","South Dakota","46113","Shannon","2020","18.7%","","(17.4% - 20.1%)","17.4%","20.1%",
"46","South Dakota","46113","Shannon","2021","18.6%","","(15.2% - 22.2%)","15.2%","22.2%",
"46","South Dakota","46115","Spink","2019","15.9%","","(14.8% - 17.0%)","14.8%","17.0%",
"46","South Dakota","46115","Spink","2020","15.7%","","(14.7% - 16.8%)","14.7%","16.8%",
"46","South Dakota","46115","Spink","2021","17.0%","","(13.4% - 21.2%)","13.4%","21.2%",
"46","South Dakota","46117","Stanley","2019","15.5%","","(14.5% - 16.5%)","14.5%","16.5%",
"46","South Dakota","46117","Stanley","2020","15.1%","","(14.2% - 16.0%)","14.2%","16.0%",
"46","South Dakota","46117","Stanley","2021","16.6%","","(13.5% - 20.2%)","13.5%","20.2%",
"46","South Dakota","46119","Sully","2019","16.2%","","(15.1% - 17.3%)","15.1%","17.3%",
"46","South Dakota","46119","Sully","2020","15.5%","","(14.6% - 16.5%)","14.6%","16.5%",
"46","South Dakota","46119","Sully","2021","16.9%","","(13.7% - 20.6%)","13.7%","20.6%",
"46","South Dakota","46121","Todd","2019","19.0%","","(17.7% - 20.3%)","17.7%","20.3%",
"46","South Dakota","46121","Todd","2020","18.7%","","(17.5% - 20.0%)","17.5%","20.0%",
"46","South Dakota","46121","Todd","2021","18.0%","","(15.2% - 21.3%)","15.2%","21.3%",
"46","South Dakota","46123","Tripp","2019","16.7%","","(15.7% - 17.8%)","15.7%","17.8%",
"46","South Dakota","46123","Tripp","2020","16.6%","","(15.6% - 17.5%)","15.6%","17.5%",
"46","South Dakota","46123","Tripp","2021","18.3%","","(14.9% - 22.0%)","14.9%","22.0%",
"46","South Dakota","46125","Turner","2019","16.5%","","(15.5% - 17.8%)","15.5%","17.8%",
"46","South Dakota","46125","Turner","2020","16.4%","","(15.3% - 17.7%)","15.3%","17.7%",
"46","South Dakota","46125","Turner","2021","17.4%","","(14.0% - 21.0%)","14.0%","21.0%",
"46","South Dakota","46127","Union","2019","16.0%","","(14.9% - 17.1%)","14.9%","17.1%",
"46","South Dakota","46127","Union","2020","15.5%","","(14.5% - 16.5%)","14.5%","16.5%",
"46","South Dakota","46127","Union","2021","16.2%","","(13.3% - 18.9%)","13.3%","18.9%",
"46","South Dakota","46129","Walworth","2019","16.2%","","(15.2% - 17.2%)","15.2%","17.2%",
"46","South Dakota","46129","Walworth","2020","15.7%","","(14.8% - 16.6%)","14.8%","16.6%",
"46","South Dakota","46129","Walworth","2021","16.8%","","(13.7% - 20.4%)","13.7%","20.4%",
"46","South Dakota","46135","Yankton","2019","16.0%","","(15.0% - 17.1%)","15.0%","17.1%",
"46","South Dakota","46135","Yankton","2020","15.4%","","(14.4% - 16.4%)","14.4%","16.4%",
"46","South Dakota","46135","Yankton","2021","16.8%","","(13.7% - 20.4%)","13.7%","20.4%",
"46","South Dakota","46137","Ziebach","2019","18.1%","","(17.0% - 19.1%)","17.0%","19.1%",
"46","South Dakota","46137","Ziebach","2020","17.6%","","(16.6% - 18.5%)","16.6%","18.5%",
"46","South Dakota","46137","Ziebach","2021","17.7%","","(13.9% - 22.0%)","13.9%","22.0%",
"47","Tennessee","47001","Anderson","2019","28.2%","","(26.8% - 29.9%)","26.8%","29.9%",
"47","Tennessee","47001","Anderson","2020","27.0%","","(25.5% - 28.6%)","25.5%","28.6%",
"47","Tennessee","47001","Anderson","2021","29.5%","","(24.9% - 34.4%)","24.9%","34.4%",
"47","Tennessee","47003","Bedford","2019","26.5%","","(25.3% - 27.9%)","25.3%","27.9%",
"47","Tennessee","47003","Bedford","2020","26.8%","","(25.5% - 28.1%)","25.5%","28.1%",
"47","Tennessee","47003","Bedford","2021","27.3%","","(22.7% - 32.1%)","22.7%","32.1%",
"47","Tennessee","47005","Benton","2019","28.6%","","(27.1% - 30.2%)","27.1%","30.2%",
"47","Tennessee","47005","Benton","2020","28.0%","","(26.6% - 29.8%)","26.6%","29.8%",
"47","Tennessee","47005","Benton","2021","31.1%","","(26.2% - 36.3%)","26.2%","36.3%",
"47","Tennessee","47007","Bledsoe","2019","26.7%","","(25.2% - 28.2%)","25.2%","28.2%",
"47","Tennessee","47007","Bledsoe","2020","26.0%","","(24.4% - 27.6%)","24.4%","27.6%",
"47","Tennessee","47007","Bledsoe","2021","26.8%","","(22.4% - 31.6%)","22.4%","31.6%",
"47","Tennessee","47009","Blount","2019","28.0%","","(26.5% - 29.5%)","26.5%","29.5%",
"47","Tennessee","47009","Blount","2020","26.9%","","(25.3% - 28.4%)","25.3%","28.4%",
"47","Tennessee","47009","Blount","2021","27.9%","","(23.5% - 32.5%)","23.5%","32.5%",
"47","Tennessee","47011","Bradley","2019","28.1%","","(26.7% - 29.4%)","26.7%","29.4%",
"47","Tennessee","47011","Bradley","2020","27.2%","","(25.9% - 28.8%)","25.9%","28.8%",
"47","Tennessee","47011","Bradley","2021","26.5%","","(22.4% - 30.9%)","22.4%","30.9%",
"47","Tennessee","47013","Campbell","2019","30.6%","","(28.9% - 32.4%)","28.9%","32.4%",
"47","Tennessee","47013","Campbell","2020","28.6%","","(26.9% - 30.3%)","26.9%","30.3%",
"47","Tennessee","47013","Campbell","2021","31.7%","","(26.7% - 36.8%)","26.7%","36.8%",
"47","Tennessee","47015","Cannon","2019","27.5%","","(26.0% - 29.2%)","26.0%","29.2%",
"47","Tennessee","47015","Cannon","2020","27.4%","","(25.8% - 29.1%)","25.8%","29.1%",
"47","Tennessee","47015","Cannon","2021","29.8%","","(25.0% - 35.0%)","25.0%","35.0%",
"47","Tennessee","47017","Carroll","2019","27.1%","","(25.8% - 28.6%)","25.8%","28.6%",
"47","Tennessee","47017","Carroll","2020","26.2%","","(24.9% - 27.6%)","24.9%","27.6%",
"47","Tennessee","47017","Carroll","2021","28.3%","","(25.3% - 31.3%)","25.3%","31.3%",
"47","Tennessee","47019","Carter","2019","31.7%","","(30.0% - 33.5%)","30.0%","33.5%",
"47","Tennessee","47019","Carter","2020","28.7%","","(27.1% - 30.4%)","27.1%","30.4%",
"47","Tennessee","47019","Carter","2021","30.6%","","(25.9% - 35.6%)","25.9%","35.6%",
"47","Tennessee","47021","Cheatham","2019","26.7%","","(25.3% - 28.2%)","25.3%","28.2%",
"47","Tennessee","47021","Cheatham","2020","26.4%","","(24.9% - 28.1%)","24.9%","28.1%",
"47","Tennessee","47021","Cheatham","2021","28.2%","","(23.5% - 33.3%)","23.5%","33.3%",
"47","Tennessee","47023","Chester","2019","28.5%","","(26.9% - 29.8%)","26.9%","29.8%",
"47","Tennessee","47023","Chester","2020","27.2%","","(25.8% - 28.6%)","25.8%","28.6%",
"47","Tennessee","47023","Chester","2021","29.0%","","(24.4% - 34.1%)","24.4%","34.1%",
"47","Tennessee","47025","Claiborne","2019","30.1%","","(28.4% - 31.9%)","28.4%","31.9%",
"47","Tennessee","47025","Claiborne","2020","28.8%","","(27.1% - 30.6%)","27.1%","30.6%",
"47","Tennessee","47025","Claiborne","2021","31.2%","","(26.1% - 36.4%)","26.1%","36.4%",
"47","Tennessee","47027","Clay","2019","29.4%","","(27.7% - 31.2%)","27.7%","31.2%",
"47","Tennessee","47027","Clay","2020","29.2%","","(27.4% - 31.0%)","27.4%","31.0%",
"47","Tennessee","47027","Clay","2021","30.1%","","(25.3% - 35.2%)","25.3%","35.2%",
"47","Tennessee","47029","Cocke","2019","30.2%","","(28.7% - 31.9%)","28.7%","31.9%",
"47","Tennessee","47029","Cocke","2020","29.0%","","(27.5% - 30.8%)","27.5%","30.8%",
"47","Tennessee","47029","Cocke","2021","29.8%","","(25.1% - 34.5%)","25.1%","34.5%",
"47","Tennessee","47031","Coffee","2019","27.9%","","(26.3% - 29.4%)","26.3%","29.4%",
"47","Tennessee","47031","Coffee","2020","27.9%","","(26.5% - 29.4%)","26.5%","29.4%",
"47","Tennessee","47031","Coffee","2021","28.3%","","(23.7% - 33.5%)","23.7%","33.5%",
"47","Tennessee","47033","Crockett","2019","27.5%","","(26.2% - 28.7%)","26.2%","28.7%",
"47","Tennessee","47033","Crockett","2020","26.3%","","(25.0% - 27.7%)","25.0%","27.7%",
"47","Tennessee","47033","Crockett","2021","28.6%","","(23.8% - 33.5%)","23.8%","33.5%",
"47","Tennessee","47035","Cumberland","2019","27.6%","","(26.1% - 29.2%)","26.1%","29.2%",
"47","Tennessee","47035","Cumberland","2020","27.3%","","(25.8% - 29.0%)","25.8%","29.0%",
"47","Tennessee","47035","Cumberland","2021","28.6%","","(23.9% - 33.3%)","23.9%","33.3%",
"47","Tennessee","47037","Davidson","2019","24.3%","","(23.2% - 25.5%)","23.2%","25.5%",
"47","Tennessee","47037","Davidson","2020","23.7%","","(22.6% - 24.8%)","22.6%","24.8%",
"47","Tennessee","47037","Davidson","2021","25.1%","","(21.6% - 28.7%)","21.6%","28.7%",
"47","Tennessee","47039","Decatur","2019","29.4%","","(27.8% - 31.1%)","27.8%","31.1%",
"47","Tennessee","47039","Decatur","2020","28.3%","","(26.8% - 30.0%)","26.8%","30.0%",
"47","Tennessee","47039","Decatur","2021","28.8%","","(24.0% - 33.9%)","24.0%","33.9%",
"47","Tennessee","47041","DeKalb","2019","27.0%","","(25.5% - 28.4%)","25.5%","28.4%",
"47","Tennessee","47041","DeKalb","2020","27.3%","","(25.8% - 28.8%)","25.8%","28.8%",
"47","Tennessee","47041","DeKalb","2021","30.1%","","(25.3% - 35.2%)","25.3%","35.2%",
"47","Tennessee","47043","Dickson","2019","27.4%","","(25.9% - 29.0%)","25.9%","29.0%",
"47","Tennessee","47043","Dickson","2020","26.7%","","(25.2% - 28.2%)","25.2%","28.2%",
"47","Tennessee","47043","Dickson","2021","28.6%","","(23.9% - 33.8%)","23.9%","33.8%",
"47","Tennessee","47045","Dyer","2019","26.8%","","(25.5% - 28.2%)","25.5%","28.2%",
"47","Tennessee","47045","Dyer","2020","26.7%","","(25.3% - 28.2%)","25.3%","28.2%",
"47","Tennessee","47045","Dyer","2021","28.1%","","(23.7% - 33.1%)","23.7%","33.1%",
"47","Tennessee","47047","Fayette","2019","24.5%","","(23.4% - 25.7%)","23.4%","25.7%",
"47","Tennessee","47047","Fayette","2020","25.5%","","(24.4% - 26.7%)","24.4%","26.7%",
"47","Tennessee","47047","Fayette","2021","25.0%","","(20.8% - 29.4%)","20.8%","29.4%",
"47","Tennessee","47049","Fentress","2019","29.2%","","(27.5% - 30.9%)","27.5%","30.9%",
"47","Tennessee","47049","Fentress","2020","28.4%","","(26.7% - 30.1%)","26.7%","30.1%",
"47","Tennessee","47049","Fentress","2021","30.8%","","(25.9% - 35.9%)","25.9%","35.9%",
"47","Tennessee","47051","Franklin","2019","27.6%","","(26.1% - 29.1%)","26.1%","29.1%",
"47","Tennessee","47051","Franklin","2020","26.9%","","(25.4% - 28.3%)","25.4%","28.3%",
"47","Tennessee","47051","Franklin","2021","27.5%","","(23.0% - 31.9%)","23.0%","31.9%",
"47","Tennessee","47053","Gibson","2019","26.8%","","(25.5% - 28.1%)","25.5%","28.1%",
"47","Tennessee","47053","Gibson","2020","26.9%","","(25.6% - 28.3%)","25.6%","28.3%",
"47","Tennessee","47053","Gibson","2021","27.2%","","(23.0% - 32.0%)","23.0%","32.0%",
"47","Tennessee","47055","Giles","2019","26.3%","","(25.0% - 27.8%)","25.0%","27.8%",
"47","Tennessee","47055","Giles","2020","27.0%","","(25.6% - 28.6%)","25.6%","28.6%",
"47","Tennessee","47055","Giles","2021","28.9%","","(24.2% - 33.9%)","24.2%","33.9%",
"47","Tennessee","47057","Grainger","2019","28.9%","","(27.5% - 30.5%)","27.5%","30.5%",
"47","Tennessee","47057","Grainger","2020","28.3%","","(26.6% - 30.0%)","26.6%","30.0%",
"47","Tennessee","47057","Grainger","2021","29.4%","","(24.4% - 34.5%)","24.4%","34.5%",
"47","Tennessee","47059","Greene","2019","28.4%","","(26.9% - 30.0%)","26.9%","30.0%",
"47","Tennessee","47059","Greene","2020","27.8%","","(26.3% - 29.6%)","26.3%","29.6%",
"47","Tennessee","47059","Greene","2021","29.0%","","(24.6% - 34.0%)","24.6%","34.0%",
"47","Tennessee","47061","Grundy","2019","30.9%","","(29.1% - 32.8%)","29.1%","32.8%",
"47","Tennessee","47061","Grundy","2020","28.3%","","(26.7% - 30.1%)","26.7%","30.1%",
"47","Tennessee","47061","Grundy","2021","30.3%","","(25.4% - 35.6%)","25.4%","35.6%",
"47","Tennessee","47063","Hamblen","2019","28.4%","","(27.0% - 29.9%)","27.0%","29.9%",
"47","Tennessee","47063","Hamblen","2020","27.7%","","(26.2% - 29.2%)","26.2%","29.2%",
"47","Tennessee","47063","Hamblen","2021","28.7%","","(24.1% - 33.8%)","24.1%","33.8%",
"47","Tennessee","47065","Hamilton","2019","24.9%","","(23.6% - 26.1%)","23.6%","26.1%",
"47","Tennessee","47065","Hamilton","2020","24.9%","","(23.7% - 26.2%)","23.7%","26.2%",
"47","Tennessee","47065","Hamilton","2021","26.1%","","(22.5% - 30.1%)","22.5%","30.1%",
"47","Tennessee","47067","Hancock","2019","30.5%","","(28.6% - 32.3%)","28.6%","32.3%",
"47","Tennessee","47067","Hancock","2020","29.7%","","(27.9% - 31.5%)","27.9%","31.5%",
"47","Tennessee","47067","Hancock","2021","32.0%","","(26.9% - 37.3%)","26.9%","37.3%",
"47","Tennessee","47069","Hardeman","2019","24.6%","","(23.6% - 25.6%)","23.6%","25.6%",
